subject_id,mean_HR,std_HR,RMSSD,SDNN,mean_EDA,std_EDA,SCR_peaks,mean_Temp,std_Temp,mean_RESP,label,stress_binary
S2,74.17962804962188,1.8997602191557288,39.02300403586445,51.75284692009115,1.3173363466077601,0.03604165093504631,1,33.09365231453565,0.04101983088425638,17.776131995683023,1,0
S2,68.68139010900559,1.0596263397167185,43.27826090775827,55.7992124134662,1.3343647525911824,0.03095751315098745,0,33.1128078561935,0.05059815112971044,15.459521142440423,1,0
S2,70.25870303597783,1.5221070758805588,39.88835027299611,41.334728764946256,1.260411346901481,0.029286607426900868,1,32.96769987626849,0.04163546036349933,14.963511056266922,1,0
S2,75.5491449491853,5.229957227142819,60.55576116340093,64.27656692607978,1.2060037378724933,0.05471895928410166,2,32.87601861401441,0.03180174890949159,16.70725469548265,1,0
S2,73.38521492113244,1.5423603015053087,39.29847782672825,52.25169041781208,1.0430035626330023,0.03459398774842099,3,33.28239756665542,0.04048393123457627,18.839418424313077,1,0
S2,74.30824866247686,3.6784126043625323,59.04148918168113,56.032592461137426,1.3682588366884951,0.03202242291640526,0,32.71661721519092,0.05262684707052582,13.863260540979377,1,0
S2,73.08747819405707,3.6871348703535585,39.97099002293082,62.93909047176361,1.4333280957215278,0.03641420483830954,0,32.62317242384383,0.05174099322085372,16.625887688127825,1,0
S2,67.10399381892393,2.506110748508384,44.48391408462471,52.344431484936855,1.7317263146550093,0.04041513718600824,2,32.677674743335096,0.017195697914151965,15.712706847870818,1,0
S2,68.09395207005697,2.8369385651033983,64.57037992046524,68.72223808707919,1.4158226741309956,0.05290633814308296,1,32.512785278636684,0.04873680616011923,15.538671722032372,1,0
S2,70.28963740837482,2.6065510489461197,61.18589300781891,40.23434731843489,0.9648640889702578,0.05516301398402403,1,32.66756624264459,0.031137528067880595,15.407937306601012,1,0
S2,71.55783282522117,2.6153771048454684,50.56418426420754,62.662560771492515,1.3933245331724755,0.019518798962354256,0,33.237720002410434,0.050226367132613164,18.63020114439671,1,0
S2,71.78612796186222,2.454799928945323,42.10957298821908,59.50032417504256,1.4684801181644704,0.04351995606461386,0,32.43036942257119,0.04290198119818113,17.751187376537295,1,0
S2,77.94026940407846,2.796261550687458,50.73994277932409,60.2034206798363,1.6273333488399784,0.044630068916901376,2,33.27829430669179,0.05125189886377859,16.091755335650618,1,0
S2,74.79393510833785,2.7303098512077932,44.25972403089015,61.230508138027346,1.5568641949132136,0.04832563343375459,0,32.44832791239812,0.04261669487790186,14.88881224249113,1,0
S2,75.76847709457633,3.267003645051473,51.18743527048494,47.5133357387142,0.7005287393209143,0.03633458468790448,0,33.1069955232213,0.055615836238748544,17.47981068322612,1,0
S2,67.88389070801395,3.303389232757919,53.74757312537097,46.67618245296491,1.0850881353645088,0.027346719961112785,0,32.150554062089455,0.03756304598595393,16.457082126701337,1,0
S2,69.78077403772146,2.201608762359621,51.63024554870278,58.2948761203943,1.8065334694906876,0.013137862489587815,0,33.27699467880033,0.03681669591581078,15.035012688928685,1,0
S2,72.2923904183164,3.864077067689427,46.71463049101614,66.57233308734435,1.0527229516443242,0.05024816877706947,0,32.66435990121457,0.039865261526346014,15.068996600657432,1,0
S2,71.1591193890082,3.1437544546256557,34.62471637286182,47.18228455716688,1.4265967475749808,0.049936112776233756,1,32.88759552015839,0.05835185845143098,16.285794761407555,1,0
S2,70.99636498564537,3.473779128899796,56.373301362547075,42.24336161279548,0.804465668046924,0.07199705053344298,2,32.818152397166024,0.05738927247186609,12.820164704651177,1,0
S2,72.2293990899606,1.4088826578567117,45.21597614732992,57.00543875755836,1.25826251235011,0.04201029349541217,0,32.752197876248914,0.05560070352935173,15.538748594162461,1,0
S2,72.9769502134562,2.6397524849155363,53.06250750716783,56.76584718503495,1.295860852453005,0.01659675615254513,1,33.226799459507596,0.04075503970810152,15.301764969597603,1,0
S2,78.2356511543777,2.3109861359131982,45.934840054388054,62.57492484953147,1.536623203105723,0.00653444420532423,0,33.10759450732578,0.038118208747700805,14.787538464077898,1,0
S2,74.22302270670035,3.6666015204159144,52.91764749558944,65.92766518111479,1.3899615315012726,0.05073176813859588,1,32.8246352150514,0.05061267795169775,17.066364056392437,1,0
S2,75.45471064300531,2.9379629193672647,54.70540905079231,59.4092751981032,1.2793692780986943,0.024065393685293486,0,32.95775131473149,0.058541701762769946,14.436198932506189,1,0
S2,72.52767356790108,2.6210574037301506,49.72282726536169,50.479371597142006,0.7057006807426854,0.03092520030912824,0,33.07748728683647,0.042793645802827344,16.23138381407792,1,0
S2,70.6864290208757,4.190439403004639,48.735224174142715,58.62781612556778,0.9778907967295536,0.047696070875776014,3,32.763255142189315,0.045355635805076094,15.10414487219254,1,0
S2,76.9911978488223,2.0751241092707913,54.373288570998014,42.23364939568345,1.1895801994576656,0.06940502476516616,2,33.055302457956735,0.053625940770086755,15.09586418402257,1,0
S2,73.84344253708582,4.116336009011279,49.02170184032097,52.70680045860396,1.2386109844153526,0.06777689668403522,1,33.10571807602557,0.022226966293625573,14.919555990388126,1,0
S2,71.67765147307851,3.5185035768337523,53.451018227159324,48.46981690863632,1.215226923852624,0.051999184812834595,1,32.68985381064308,0.0128738948426399,20.956054720570265,1,0
S2,75.548914916479,3.091853904686483,54.58511822668188,44.33064003888834,1.2851065429759114,0.0332060336232629,2,32.54960065354305,0.010147039481869267,15.985192143644264,1,0
S2,70.76110081829822,3.4398089716047013,38.751542474628685,59.06037470402337,1.2732246195303216,0.03704969310445999,3,32.92468289736912,0.03913585233372086,14.304179112543016,1,0
S2,72.75401096176456,3.408015323162199,64.96436953948333,54.67793170434517,1.172968873315638,0.04123493448909966,1,32.61559878567228,0.046775584696892365,12.907077223257458,1,0
S2,77.01944630242437,1.8005754992052194,43.84817678501852,58.311113173650405,1.595424064601978,0.0518953301327743,2,32.948057593863126,0.034589832219711174,13.137174422314859,1,0
S2,73.36673165138996,1.9802486223007403,37.011735784477835,64.95224093119933,1.1350005758811674,0.034571027507296334,0,32.76975571698206,0.051321242867317575,14.021800693719168,1,0
S2,69.89092246316834,1.6305688518312806,48.96497366992397,62.69507145168504,0.8543544748049177,0.05027099855991914,0,33.09349718309487,0.03428873344645871,14.930179390718882,1,0
S2,75.69019352413737,4.2998452439855885,54.67341358744993,44.02006626448893,1.4348768756515586,0.050936636194263016,0,33.069092865465784,0.04493443351007881,15.439351798953899,1,0
S2,67.65153359679198,3.456166684459439,53.33090976276698,46.04254082013519,1.2664643608582908,0.03218058331709623,0,33.369552204014504,0.04717407640970929,17.694954988992187,1,0
S2,74.1307753573608,2.6451228686145196,45.69724707406128,48.85974838129103,1.2876978341235084,0.031675517567816495,0,33.15568776547875,0.0438756861760021,14.934047955960931,1,0
S2,68.9727116781777,2.700623565249237,53.84804837436952,65.76900525440975,1.240351240800343,0.06030328408014406,0,32.974105121598356,0.04471078960984391,16.478026833453686,1,0
